-(exists x.(ESCRITOR(x) & SALADO(x)) & all x.((ESCRITOR(x) & SALADO(x)) -> DESCANSAR(x)));exists x.(ESCRITOR(x) & SALADO(x) & -DESCANSAR(x));1
-(exists x.(ESCRITOR(x) & ENOJAR(x)) & all x.((ESCRITOR(x) & ENOJAR(x)) -> DESCANSAR(x)));exists x.(ESCRITOR(x) & ENOJAR(x) & -DESCANSAR(x));1
-(exists x.(ESCRITOR(x) & AMPLIO(x)) & all x.((ESCRITOR(x) & AMPLIO(x)) -> DESCANSAR(x)));exists x.(ESCRITOR(x) & AMPLIO(x) & -DESCANSAR(x));1
-(exists x.(ESCRITOR(x) & JOVEN(x)) & all x.((ESCRITOR(x) & JOVEN(x)) -> DESCANSAR(x)));exists x.(ESCRITOR(x) & JOVEN(x) & -DESCANSAR(x));1
-(exists x.(ESCRITOR(x) & TORCIDO(x)) & all x.((ESCRITOR(x) & TORCIDO(x)) -> DESCANSAR(x)));exists x.(ESCRITOR(x) & TORCIDO(x) & -DESCANSAR(x));1
-(exists x.(ESCRITOR(x) & SALADO(x)) & all x.((ESCRITOR(x) & SALADO(x)) -> CRECER(x)));exists x.(ESCRITOR(x) & SALADO(x) & -CRECER(x));1
-(exists x.(ESCRITOR(x) & ENOJAR(x)) & all x.((ESCRITOR(x) & ENOJAR(x)) -> CRECER(x)));exists x.(ESCRITOR(x) & ENOJAR(x) & -CRECER(x));1
-(exists x.(ESCRITOR(x) & AMPLIO(x)) & all x.((ESCRITOR(x) & AMPLIO(x)) -> CRECER(x)));exists x.(ESCRITOR(x) & AMPLIO(x) & -CRECER(x));1
-(exists x.(ESCRITOR(x) & JOVEN(x)) & all x.((ESCRITOR(x) & JOVEN(x)) -> CRECER(x)));exists x.(ESCRITOR(x) & JOVEN(x) & -CRECER(x));1
-(exists x.(ESCRITOR(x) & TORCIDO(x)) & all x.((ESCRITOR(x) & TORCIDO(x)) -> CRECER(x)));exists x.(ESCRITOR(x) & TORCIDO(x) & -CRECER(x));1
-(exists x.(ESCRITOR(x) & SALADO(x)) & all x.((ESCRITOR(x) & SALADO(x)) -> VAGO(x)));exists x.(ESCRITOR(x) & SALADO(x) & -VAGO(x));1
-(exists x.(ESCRITOR(x) & ENOJAR(x)) & all x.((ESCRITOR(x) & ENOJAR(x)) -> VAGO(x)));exists x.(ESCRITOR(x) & ENOJAR(x) & -VAGO(x));1
-(exists x.(ESCRITOR(x) & AMPLIO(x)) & all x.((ESCRITOR(x) & AMPLIO(x)) -> VAGO(x)));exists x.(ESCRITOR(x) & AMPLIO(x) & -VAGO(x));1
-(exists x.(ESCRITOR(x) & JOVEN(x)) & all x.((ESCRITOR(x) & JOVEN(x)) -> VAGO(x)));exists x.(ESCRITOR(x) & JOVEN(x) & -VAGO(x));1
-(exists x.(ESCRITOR(x) & TORCIDO(x)) & all x.((ESCRITOR(x) & TORCIDO(x)) -> VAGO(x)));exists x.(ESCRITOR(x) & TORCIDO(x) & -VAGO(x));1
-(exists x.(ESCRITOR(x) & SALADO(x)) & all x.((ESCRITOR(x) & SALADO(x)) -> CALLAR(x)));exists x.(ESCRITOR(x) & SALADO(x) & -CALLAR(x));1
-(exists x.(ESCRITOR(x) & ENOJAR(x)) & all x.((ESCRITOR(x) & ENOJAR(x)) -> CALLAR(x)));exists x.(ESCRITOR(x) & ENOJAR(x) & -CALLAR(x));1
