all x.(AVIÓN(x) -> CAMBIAR(x));exists x.(AVIÓN(x) & -CAMBIAR(x));1
all x.(AVIÓN(x) -> DORMIR(x));exists x.(AVIÓN(x) & -DORMIR(x));1
all x.(AVIÓN(x) -> TRANSCURRIR(x));exists x.(AVIÓN(x) & -TRANSCURRIR(x));1
all x.(AVIÓN(x) -> CALLAR(x));exists x.(AVIÓN(x) & -CALLAR(x));1
all x.(AVIÓN(x) -> PASEAR(x));exists x.(AVIÓN(x) & -PASEAR(x));1
all x.(CIELO(x) -> CAMBIAR(x));exists x.(CIELO(x) & -CAMBIAR(x));1
all x.(CIELO(x) -> DORMIR(x));exists x.(CIELO(x) & -DORMIR(x));1
all x.(CIELO(x) -> TRANSCURRIR(x));exists x.(CIELO(x) & -TRANSCURRIR(x));1
all x.(CIELO(x) -> CALLAR(x));exists x.(CIELO(x) & -CALLAR(x));1
all x.(CIELO(x) -> PASEAR(x));exists x.(CIELO(x) & -PASEAR(x));1
all x.(INDIO(x) -> CAMBIAR(x));exists x.(INDIO(x) & -CAMBIAR(x));1
all x.(INDIO(x) -> DORMIR(x));exists x.(INDIO(x) & -DORMIR(x));1
all x.(INDIO(x) -> TRANSCURRIR(x));exists x.(INDIO(x) & -TRANSCURRIR(x));1
all x.(INDIO(x) -> CALLAR(x));exists x.(INDIO(x) & -CALLAR(x));1
all x.(INDIO(x) -> PASEAR(x));exists x.(INDIO(x) & -PASEAR(x));1
all x.(GALLO(x) -> CAMBIAR(x));exists x.(GALLO(x) & -CAMBIAR(x));1
all x.(GALLO(x) -> DORMIR(x));exists x.(GALLO(x) & -DORMIR(x));1
all x.(GALLO(x) -> TRANSCURRIR(x));exists x.(GALLO(x) & -TRANSCURRIR(x));1
all x.(GALLO(x) -> CALLAR(x));exists x.(GALLO(x) & -CALLAR(x));1
all x.(GALLO(x) -> PASEAR(x));exists x.(GALLO(x) & -PASEAR(x));1
all x.(BARCO(x) -> CAMBIAR(x));exists x.(BARCO(x) & -CAMBIAR(x));1
all x.(BARCO(x) -> DORMIR(x));exists x.(BARCO(x) & -DORMIR(x));1
all x.(BARCO(x) -> TRANSCURRIR(x));exists x.(BARCO(x) & -TRANSCURRIR(x));1
all x.(BARCO(x) -> CALLAR(x));exists x.(BARCO(x) & -CALLAR(x));1
all x.(BARCO(x) -> PASEAR(x));exists x.(BARCO(x) & -PASEAR(x));1
all x.((AVIÓN(x) & MOJADO(x)) -> CAMBIAR(x));exists x.(AVIÓN(x) & MOJADO(x) & -CAMBIAR(x));1
all x.((AVIÓN(x) & ALTO(x)) -> CAMBIAR(x));exists x.(AVIÓN(x) & ALTO(x) & -CAMBIAR(x));1
all x.((AVIÓN(x) & INTELIGENTE(x)) -> CAMBIAR(x));exists x.(AVIÓN(x) & INTELIGENTE(x) & -CAMBIAR(x));1
all x.((AVIÓN(x) & GRANDE(x)) -> CAMBIAR(x));exists x.(AVIÓN(x) & GRANDE(x) & -CAMBIAR(x));1
all x.((AVIÓN(x) & SEGURO(x)) -> CAMBIAR(x));exists x.(AVIÓN(x) & SEGURO(x) & -CAMBIAR(x));1
all x.((AVIÓN(x) & MOJADO(x)) -> DORMIR(x));exists x.(AVIÓN(x) & MOJADO(x) & -DORMIR(x));1
all x.((AVIÓN(x) & ALTO(x)) -> DORMIR(x));exists x.(AVIÓN(x) & ALTO(x) & -DORMIR(x));1
all x.((AVIÓN(x) & INTELIGENTE(x)) -> DORMIR(x));exists x.(AVIÓN(x) & INTELIGENTE(x) & -DORMIR(x));1
all x.((AVIÓN(x) & GRANDE(x)) -> DORMIR(x));exists x.(AVIÓN(x) & GRANDE(x) & -DORMIR(x));1
all x.((AVIÓN(x) & SEGURO(x)) -> DORMIR(x));exists x.(AVIÓN(x) & SEGURO(x) & -DORMIR(x));1
