(exists x.TORRE(x) & all x.(TORRE(x) -> PERSEGUIR(x)));exists x.(TORRE(x) & PERSEGUIR(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> TOSE(x)));exists x.(TORRE(x) & TOSE(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> REPOSAR(x)));exists x.(TORRE(x) & REPOSAR(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> OSCURECER(x)));exists x.(TORRE(x) & OSCURECER(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> RESISTIR(x)));exists x.(TORRE(x) & RESISTIR(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> PERSEGUIR(x)));exists x.(RÍO(x) & PERSEGUIR(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> TOSE(x)));exists x.(RÍO(x) & TOSE(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> REPOSAR(x)));exists x.(RÍO(x) & REPOSAR(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> OSCURECER(x)));exists x.(RÍO(x) & OSCURECER(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> RESISTIR(x)));exists x.(RÍO(x) & RESISTIR(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> PERSEGUIR(x)));exists x.(MUEBLE(x) & PERSEGUIR(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> TOSE(x)));exists x.(MUEBLE(x) & TOSE(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> REPOSAR(x)));exists x.(MUEBLE(x) & REPOSAR(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> OSCURECER(x)));exists x.(MUEBLE(x) & OSCURECER(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> RESISTIR(x)));exists x.(MUEBLE(x) & RESISTIR(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> PERSEGUIR(x)));exists x.(CAMELLO(x) & PERSEGUIR(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> TOSE(x)));exists x.(CAMELLO(x) & TOSE(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> REPOSAR(x)));exists x.(CAMELLO(x) & REPOSAR(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> OSCURECER(x)));exists x.(CAMELLO(x) & OSCURECER(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> RESISTIR(x)));exists x.(CAMELLO(x) & RESISTIR(x));1
(exists x.TREN(x) & all x.(TREN(x) -> PERSEGUIR(x)));exists x.(TREN(x) & PERSEGUIR(x));1
(exists x.TREN(x) & all x.(TREN(x) -> TOSE(x)));exists x.(TREN(x) & TOSE(x));1
(exists x.TREN(x) & all x.(TREN(x) -> REPOSAR(x)));exists x.(TREN(x) & REPOSAR(x));1
(exists x.TREN(x) & all x.(TREN(x) -> OSCURECER(x)));exists x.(TREN(x) & OSCURECER(x));1
(exists x.TREN(x) & all x.(TREN(x) -> RESISTIR(x)));exists x.(TREN(x) & RESISTIR(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (PERSEGUIR(x) & TOSE(x))));exists x.(TORRE(x) & PERSEGUIR(x) & TOSE(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (PERSEGUIR(x) & REPOSAR(x))));exists x.(TORRE(x) & PERSEGUIR(x) & REPOSAR(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (PERSEGUIR(x) & OSCURECER(x))));exists x.(TORRE(x) & PERSEGUIR(x) & OSCURECER(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (PERSEGUIR(x) & RESISTIR(x))));exists x.(TORRE(x) & PERSEGUIR(x) & RESISTIR(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (TOSE(x) & PERSEGUIR(x))));exists x.(TORRE(x) & TOSE(x) & PERSEGUIR(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (TOSE(x) & REPOSAR(x))));exists x.(TORRE(x) & TOSE(x) & REPOSAR(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (TOSE(x) & OSCURECER(x))));exists x.(TORRE(x) & TOSE(x) & OSCURECER(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (TOSE(x) & RESISTIR(x))));exists x.(TORRE(x) & TOSE(x) & RESISTIR(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (REPOSAR(x) & PERSEGUIR(x))));exists x.(TORRE(x) & REPOSAR(x) & PERSEGUIR(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (REPOSAR(x) & TOSE(x))));exists x.(TORRE(x) & REPOSAR(x) & TOSE(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (REPOSAR(x) & OSCURECER(x))));exists x.(TORRE(x) & REPOSAR(x) & OSCURECER(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (REPOSAR(x) & RESISTIR(x))));exists x.(TORRE(x) & REPOSAR(x) & RESISTIR(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (OSCURECER(x) & PERSEGUIR(x))));exists x.(TORRE(x) & OSCURECER(x) & PERSEGUIR(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (OSCURECER(x) & TOSE(x))));exists x.(TORRE(x) & OSCURECER(x) & TOSE(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (OSCURECER(x) & REPOSAR(x))));exists x.(TORRE(x) & OSCURECER(x) & REPOSAR(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (OSCURECER(x) & RESISTIR(x))));exists x.(TORRE(x) & OSCURECER(x) & RESISTIR(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (RESISTIR(x) & PERSEGUIR(x))));exists x.(TORRE(x) & RESISTIR(x) & PERSEGUIR(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (RESISTIR(x) & TOSE(x))));exists x.(TORRE(x) & RESISTIR(x) & TOSE(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (RESISTIR(x) & REPOSAR(x))));exists x.(TORRE(x) & RESISTIR(x) & REPOSAR(x));1
(exists x.TORRE(x) & all x.(TORRE(x) -> (RESISTIR(x) & OSCURECER(x))));exists x.(TORRE(x) & RESISTIR(x) & OSCURECER(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (PERSEGUIR(x) & TOSE(x))));exists x.(RÍO(x) & PERSEGUIR(x) & TOSE(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (PERSEGUIR(x) & REPOSAR(x))));exists x.(RÍO(x) & PERSEGUIR(x) & REPOSAR(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (PERSEGUIR(x) & OSCURECER(x))));exists x.(RÍO(x) & PERSEGUIR(x) & OSCURECER(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (PERSEGUIR(x) & RESISTIR(x))));exists x.(RÍO(x) & PERSEGUIR(x) & RESISTIR(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (TOSE(x) & PERSEGUIR(x))));exists x.(RÍO(x) & TOSE(x) & PERSEGUIR(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (TOSE(x) & REPOSAR(x))));exists x.(RÍO(x) & TOSE(x) & REPOSAR(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (TOSE(x) & OSCURECER(x))));exists x.(RÍO(x) & TOSE(x) & OSCURECER(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (TOSE(x) & RESISTIR(x))));exists x.(RÍO(x) & TOSE(x) & RESISTIR(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (REPOSAR(x) & PERSEGUIR(x))));exists x.(RÍO(x) & REPOSAR(x) & PERSEGUIR(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (REPOSAR(x) & TOSE(x))));exists x.(RÍO(x) & REPOSAR(x) & TOSE(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (REPOSAR(x) & OSCURECER(x))));exists x.(RÍO(x) & REPOSAR(x) & OSCURECER(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (REPOSAR(x) & RESISTIR(x))));exists x.(RÍO(x) & REPOSAR(x) & RESISTIR(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (OSCURECER(x) & PERSEGUIR(x))));exists x.(RÍO(x) & OSCURECER(x) & PERSEGUIR(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (OSCURECER(x) & TOSE(x))));exists x.(RÍO(x) & OSCURECER(x) & TOSE(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (OSCURECER(x) & REPOSAR(x))));exists x.(RÍO(x) & OSCURECER(x) & REPOSAR(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (OSCURECER(x) & RESISTIR(x))));exists x.(RÍO(x) & OSCURECER(x) & RESISTIR(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (RESISTIR(x) & PERSEGUIR(x))));exists x.(RÍO(x) & RESISTIR(x) & PERSEGUIR(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (RESISTIR(x) & TOSE(x))));exists x.(RÍO(x) & RESISTIR(x) & TOSE(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (RESISTIR(x) & REPOSAR(x))));exists x.(RÍO(x) & RESISTIR(x) & REPOSAR(x));1
(exists x.RÍO(x) & all x.(RÍO(x) -> (RESISTIR(x) & OSCURECER(x))));exists x.(RÍO(x) & RESISTIR(x) & OSCURECER(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (PERSEGUIR(x) & TOSE(x))));exists x.(MUEBLE(x) & PERSEGUIR(x) & TOSE(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (PERSEGUIR(x) & REPOSAR(x))));exists x.(MUEBLE(x) & PERSEGUIR(x) & REPOSAR(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (PERSEGUIR(x) & OSCURECER(x))));exists x.(MUEBLE(x) & PERSEGUIR(x) & OSCURECER(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (PERSEGUIR(x) & RESISTIR(x))));exists x.(MUEBLE(x) & PERSEGUIR(x) & RESISTIR(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (TOSE(x) & PERSEGUIR(x))));exists x.(MUEBLE(x) & TOSE(x) & PERSEGUIR(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (TOSE(x) & REPOSAR(x))));exists x.(MUEBLE(x) & TOSE(x) & REPOSAR(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (TOSE(x) & OSCURECER(x))));exists x.(MUEBLE(x) & TOSE(x) & OSCURECER(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (TOSE(x) & RESISTIR(x))));exists x.(MUEBLE(x) & TOSE(x) & RESISTIR(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (REPOSAR(x) & PERSEGUIR(x))));exists x.(MUEBLE(x) & REPOSAR(x) & PERSEGUIR(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (REPOSAR(x) & TOSE(x))));exists x.(MUEBLE(x) & REPOSAR(x) & TOSE(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (REPOSAR(x) & OSCURECER(x))));exists x.(MUEBLE(x) & REPOSAR(x) & OSCURECER(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (REPOSAR(x) & RESISTIR(x))));exists x.(MUEBLE(x) & REPOSAR(x) & RESISTIR(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (OSCURECER(x) & PERSEGUIR(x))));exists x.(MUEBLE(x) & OSCURECER(x) & PERSEGUIR(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (OSCURECER(x) & TOSE(x))));exists x.(MUEBLE(x) & OSCURECER(x) & TOSE(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (OSCURECER(x) & REPOSAR(x))));exists x.(MUEBLE(x) & OSCURECER(x) & REPOSAR(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (OSCURECER(x) & RESISTIR(x))));exists x.(MUEBLE(x) & OSCURECER(x) & RESISTIR(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (RESISTIR(x) & PERSEGUIR(x))));exists x.(MUEBLE(x) & RESISTIR(x) & PERSEGUIR(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (RESISTIR(x) & TOSE(x))));exists x.(MUEBLE(x) & RESISTIR(x) & TOSE(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (RESISTIR(x) & REPOSAR(x))));exists x.(MUEBLE(x) & RESISTIR(x) & REPOSAR(x));1
(exists x.MUEBLE(x) & all x.(MUEBLE(x) -> (RESISTIR(x) & OSCURECER(x))));exists x.(MUEBLE(x) & RESISTIR(x) & OSCURECER(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (PERSEGUIR(x) & TOSE(x))));exists x.(CAMELLO(x) & PERSEGUIR(x) & TOSE(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (PERSEGUIR(x) & REPOSAR(x))));exists x.(CAMELLO(x) & PERSEGUIR(x) & REPOSAR(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (PERSEGUIR(x) & OSCURECER(x))));exists x.(CAMELLO(x) & PERSEGUIR(x) & OSCURECER(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (PERSEGUIR(x) & RESISTIR(x))));exists x.(CAMELLO(x) & PERSEGUIR(x) & RESISTIR(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (TOSE(x) & PERSEGUIR(x))));exists x.(CAMELLO(x) & TOSE(x) & PERSEGUIR(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (TOSE(x) & REPOSAR(x))));exists x.(CAMELLO(x) & TOSE(x) & REPOSAR(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (TOSE(x) & OSCURECER(x))));exists x.(CAMELLO(x) & TOSE(x) & OSCURECER(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (TOSE(x) & RESISTIR(x))));exists x.(CAMELLO(x) & TOSE(x) & RESISTIR(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (REPOSAR(x) & PERSEGUIR(x))));exists x.(CAMELLO(x) & REPOSAR(x) & PERSEGUIR(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (REPOSAR(x) & TOSE(x))));exists x.(CAMELLO(x) & REPOSAR(x) & TOSE(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (REPOSAR(x) & OSCURECER(x))));exists x.(CAMELLO(x) & REPOSAR(x) & OSCURECER(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (REPOSAR(x) & RESISTIR(x))));exists x.(CAMELLO(x) & REPOSAR(x) & RESISTIR(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (OSCURECER(x) & PERSEGUIR(x))));exists x.(CAMELLO(x) & OSCURECER(x) & PERSEGUIR(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (OSCURECER(x) & TOSE(x))));exists x.(CAMELLO(x) & OSCURECER(x) & TOSE(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (OSCURECER(x) & REPOSAR(x))));exists x.(CAMELLO(x) & OSCURECER(x) & REPOSAR(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (OSCURECER(x) & RESISTIR(x))));exists x.(CAMELLO(x) & OSCURECER(x) & RESISTIR(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (RESISTIR(x) & PERSEGUIR(x))));exists x.(CAMELLO(x) & RESISTIR(x) & PERSEGUIR(x));1
(exists x.CAMELLO(x) & all x.(CAMELLO(x) -> (RESISTIR(x) & TOSE(x))));exists x.(CAMELLO(x) & RESISTIR(x) & TOSE(x));1
